总运行时间: 36.65秒

按总时间排序:
==================================================
         12294852 function calls (12199946 primitive calls) in 35.562 seconds

   Ordered by: internal time
   List reduced from 1651 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   183/67    0.002    0.000    0.011    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_parser.py:516(_parse)
     2000    0.009    0.000    0.010    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/step.py:40(manageStepListeners)
        1    0.000    0.000    0.010    0.010 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/net/__init__.py:1(<module>)
      317    0.008    0.000    0.009    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/function_base.py:483(add_newdoc)
        1    0.000    0.000    0.009    0.009 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_add_newdocs.py:1(<module>)
     9619    0.003    0.000    0.009    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:5277(getStopState)
    13652    0.004    0.000    0.009    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:5091(getSpeed)
      389    0.009    0.000    0.009    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/bus.py:44(get_arriver_timetable)
      284    0.001    0.000    0.008    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.008    0.008 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/compat/__init__.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_internal.py:1(<module>)
    11544    0.003    0.000    0.008    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:5285(getDistance)
        1    0.000    0.000    0.007    0.007 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/compat/py3k.py:1(<module>)
      618    0.001    0.000    0.007    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/compat/_inspect.py:96(getargspec)
     6499    0.007    0.000    0.007    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/lane.py:10(__init__)
        1    0.000    0.000    0.006    0.006 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/pickle.py:1(<module>)
        1    0.001    0.001    0.006    0.006 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/save_data.py:33(save_stop_data)
    23060    0.006    0.000    0.006    0.000 {built-in method libsumo._libsumo.vehicle_getLanePosition}
      614    0.006    0.000    0.006    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/compat/_inspect.py:65(getargs)
        4    0.000    0.000    0.006    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/contextlib.py:132(__enter__)
        1    0.000    0.000    0.006    0.006 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/random/__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/index_tricks.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/random/_pickle.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/polynomial/__init__.py:1(<module>)
     9619    0.006    0.000    0.006    0.000 {built-in method libsumo._libsumo.vehicle_getStopState}
        4    0.000    0.000    0.006    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/contextlib.py:141(__exit__)
        1    0.000    0.000    0.005    0.005 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/parser.py:1(<module>)
     2000    0.003    0.000    0.005    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:3736(getTime)
      108    0.000    0.000    0.005    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/__init__.py:163(match)
        1    0.000    0.000    0.005    0.005 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/pickle.py:197(<listcomp>)
        1    0.000    0.000    0.005    0.005 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/feedparser.py:1(<module>)
    11544    0.005    0.000    0.005    0.000 {built-in method libsumo._libsumo.vehicle_getDistance}
        1    0.000    0.000    0.005    0.005 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/numerictypes.py:1(<module>)
       18    0.001    0.000    0.005    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/bus.py:55(bus_activate)
    13652    0.005    0.000    0.005    0.000 {built-in method libsumo._libsumo.vehicle_getSpeed}
      389    0.004    0.000    0.004    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/save_data.py:137(<listcomp>)
      389    0.004    0.000    0.004    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/save_data.py:134(<listcomp>)
        1    0.000    0.000    0.004    0.004 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/_policybase.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumo/__init__.py:1(<module>)
       54    0.000    0.000    0.004    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_compiler.py:573(_code)
        1    0.000    0.000    0.004    0.004 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ssl.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/shape_base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/options.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/subprocess.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/matrixlib/__init__.py:1(<module>)
       13    0.000    0.000    0.003    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:895(_convert_)
       19    0.001    0.000    0.003    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:1668(convert_class)
     8200    0.003    0.000    0.003    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/stop.py:60(<listcomp>)
        1    0.000    0.000    0.003    0.003 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
   299/54    0.001    0.000    0.003    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_compiler.py:37(_compile)
        1    0.000    0.000    0.003    0.003 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/utils.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/linalg/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/header.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/tempfile.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/hashlib.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/socket.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/version.py:1(<module>)
     1473    0.002    0.000    0.002    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/create_obj.py:98(<listcomp>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/_version.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/linalg/linalg.py:1(<module>)
      344    0.001    0.000    0.002    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/functools.py:35(update_wrapper)
      373    0.001    0.000    0.002    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/bus.py:211(bus_end)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/argparse.py:1(<module>)
     2000    0.002    0.000    0.002    0.000 {built-in method libsumo._libsumo.simulation_getTime}
      246    0.000    0.000    0.002    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/signal.py:31(get_attribute_by_traci)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/textwrap.py:1(<module>)
     1762    0.001    0.000    0.002    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/create_obj.py:78(<listcomp>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/json/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/output/convert/omnet.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/ctypes/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/etree/ElementTree.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/textwrap.py:17(TextWrapper)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/npyio.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/fft/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/sumolib/xml.py:1(<module>)
       14    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:115(doc_note)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/polynomial/polynomial.py:1(<module>)
        7    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/collections/__init__.py:350(namedtuple)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_methods.py:1(<module>)
     2524    0.001    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_parser.py:261(get)
      120    0.001    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_compiler.py:243(_optimize_charset)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/function_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/getlimits.py:158(_register_known_types)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/gettext.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/gzip.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/defchararray.py:1(<module>)
       13    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:912(<listcomp>)
      246    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:4026(getAllProgramLogics)
      178    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:6458(getPersonIDs)
       28    0.001    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/inspect.py:863(cleandoc)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/quoprimime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/_person.py:1(<module>)
      246    0.001    0.000    0.001    0.000 {built-in method libsumo._libsumo.trafficlight_getAllProgramLogics}
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/json/decoder.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/getlimits.py:34(__init__)
      246    0.001    0.000    0.001    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/signal.py:35(get_pass_line)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/random.py:1(<module>)
      178    0.001    0.000    0.001    0.000 {built-in method libsumo._libsumo.busstop_getPersonIDs}
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/shape_base.py:1(<module>)
       54    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_compiler.py:511(_compile_info)
     3047    0.001    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_parser.py:240(__next)
      389    0.001    0.000    0.001    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/bus.py:10(__init__)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/traci/domain.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/extras.py:234(__init__)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/__init__.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/extras.py:238(getdoc)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/http/__init__.py:1(<module>)
      176    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/libsumo/libsumo.py:5207(getPersonIDList)
       36    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/getlimits.py:111(_float_to_str)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/fft/_pocketfft.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/json/scanner.py:1(<module>)
     1668    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_parser.py:168(__getitem__)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/message.py:1(<module>)
  342/111    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/re/_parser.py:178(getwidth)
      176    0.001    0.000    0.001    0.000 {built-in method libsumo._libsumo.vehicle_getPersonIDList}
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_type_aliases.py:1(<module>)
       50    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/ma/core.py:131(get_object_signature)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/etree/ElementPath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/_add_newdocs_scalars.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/datetime.py:1219(tzinfo)
       18    0.000    0.000    0.001    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:1571(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/email/_parseaddr.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/arrayprint.py:506(wrapper)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/selectors.py:1(<module>)
      317    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/core/function_base.py:469(_add_docstring)
      178    0.000    0.000    0.000    0.000 /home/erzhu419/mine_code/sumo-rl/sumo_liu/g_no_control/sim_obj/stop.py:68(update_service_data)
      108    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:1525(__and__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/site-packages/numpy/lib/type_check.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/enum.py:499(__new__)
        1    0.000    0.000    0.000    0.000 /home/erzhu419/anaconda3/envs/sumo-rl/lib/python3.11/xml/sax/xmlreader.py:1(<module>)
